run_id,run_date,ticker,model_type,prediction_horizon,feature_set,train_period,val_period,directional_accuracy,auc_roc,brier_score,hypothetical_sharpe,max_drawdown,beats_baseline,notes
f5f10c97,2026-08-21T03:59:27,FRE.DE,RandomForest,21,all_6_families,3y,6m,0.5094,0.6264,0.2805,0.0,0.0,False,walk-forward avg over 16 folds
4292052b,2026-08-21T03:59:27,LLY,XGBoost,21,all_6_families,3y,6m,0.5035,0.5397,0.3624,0.0,0.0,False,walk-forward avg over 16 folds
2e7b4134,2026-08-21T03:59:28,ABBV,Baseline_Random,21,all_6_families,3y,6m,0.5129,0.5034,0.263,0.0,0.0,False,walk-forward avg over 16 folds
935e029a,2026-08-21T03:59:28,ABBV,Baseline_Momentum,21,all_6_families,3y,6m,0.5853,0.5,0.2768,0.0,0.0,True,walk-forward avg over 16 folds
e8153175,2026-08-21T03:59:29,ABBV,LogisticRegression,21,all_6_families,3y,6m,0.5164,0.548,0.3246,0.0,0.0,False,walk-forward avg over 16 folds
bbd14af4,2026-08-21T03:59:39,FRE.DE,XGBoost,21,all_6_families,3y,6m,0.4911,0.597,0.3603,0.0,0.0,False,walk-forward avg over 16 folds
67743105,2026-08-21T03:59:39,VNA.DE,Baseline_Random,21,all_6_families,3y,6m,0.5169,0.5183,0.2596,0.0,0.0,False,walk-forward avg over 15 folds
7a7c8c90,2026-08-21T03:59:39,VNA.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5312,0.5,0.306,0.0,0.0,True,walk-forward avg over 15 folds
1065afdd,2026-08-21T03:59:41,VNA.DE,LogisticRegression,21,all_6_families,3y,6m,0.5577,0.6814,0.2998,0.0,0.0,True,walk-forward avg over 15 folds
f03b1f68,2026-08-21T03:59:48,ABBV,RandomForest,21,all_6_families,3y,6m,0.558,0.5448,0.2583,0.0,0.0,True,walk-forward avg over 16 folds
80bef88d,2026-08-21T03:59:58,VNA.DE,RandomForest,21,all_6_families,3y,6m,0.5397,0.6833,0.2708,0.0,0.0,True,walk-forward avg over 15 folds
218120c6,2026-08-21T03:59:59,ABBV,XGBoost,21,all_6_families,3y,6m,0.5179,0.5283,0.3355,0.0,0.0,False,walk-forward avg over 16 folds
49db098c,2026-08-21T03:59:59,MRK,Baseline_Random,21,all_6_families,3y,6m,0.496,0.511,0.262,0.0,0.0,False,walk-forward avg over 16 folds
8370eb9e,2026-08-21T03:59:59,MRK,Baseline_Momentum,21,all_6_families,3y,6m,0.5833,0.5,0.2779,0.0,0.0,True,walk-forward avg over 16 folds
aeb79cdb,2026-08-21T04:00:00,MRK,LogisticRegression,21,all_6_families,3y,6m,0.5015,0.5842,0.3292,0.0,0.0,False,walk-forward avg over 16 folds
29222533,2026-08-21T04:00:09,VNA.DE,XGBoost,21,all_6_families,3y,6m,0.5598,0.6623,0.3305,0.0,0.0,True,walk-forward avg over 15 folds
bb913a0d,2026-08-21T04:00:10,HEN3.DE,Baseline_Random,21,all_6_families,3y,6m,0.4851,0.5186,0.2597,0.0,0.0,False,walk-forward avg over 16 folds
b3938b81,2026-08-21T04:00:10,HEN3.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.505,0.5,0.3202,0.0,0.0,False,walk-forward avg over 16 folds
1aacc10e,2026-08-21T04:00:11,HEN3.DE,LogisticRegression,21,all_6_families,3y,6m,0.4965,0.5845,0.3304,0.0,0.0,False,walk-forward avg over 16 folds
ce66edf2,2026-08-21T04:00:20,MRK,RandomForest,21,all_6_families,3y,6m,0.5342,0.5754,0.2704,0.0,0.0,True,walk-forward avg over 16 folds
47fbcb2a,2026-08-21T04:00:30,HEN3.DE,RandomForest,21,all_6_families,3y,6m,0.4906,0.6701,0.2844,0.0,0.0,False,walk-forward avg over 16 folds
65fe8c12,2026-08-21T04:00:32,MRK,XGBoost,21,all_6_families,3y,6m,0.5451,0.5831,0.3293,0.0,0.0,True,walk-forward avg over 16 folds
c4977dc7,2026-08-21T04:00:32,AMGN,Baseline_Random,21,all_6_families,3y,6m,0.4985,0.5242,0.2584,0.0,0.0,False,walk-forward avg over 16 folds
209cc3d0,2026-08-21T04:00:32,AMGN,Baseline_Momentum,21,all_6_families,3y,6m,0.5312,0.5,0.306,0.0,0.0,True,walk-forward avg over 16 folds
0407e79e,2026-08-21T04:00:34,AMGN,LogisticRegression,21,all_6_families,3y,6m,0.5293,0.7156,0.3203,0.0,0.0,True,walk-forward avg over 16 folds
a2d4a5f4,2026-08-21T04:00:43,HEN3.DE,XGBoost,21,all_6_families,3y,6m,0.4712,0.6571,0.3898,0.0,0.0,False,walk-forward avg over 16 folds
3bebd25b,2026-08-21T04:00:43,BEI.DE,Baseline_Random,21,all_6_families,3y,6m,0.5203,0.5129,0.2602,0.0,0.0,True,walk-forward avg over 16 folds
d55e3fbb,2026-08-21T04:00:43,BEI.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5273,0.5,0.3082,0.0,0.0,True,walk-forward avg over 16 folds
e699c1d3,2026-08-21T04:00:45,BEI.DE,LogisticRegression,21,all_6_families,3y,6m,0.5501,0.6152,0.3042,0.0,0.0,True,walk-forward avg over 16 folds
df78853c,2026-08-21T04:00:53,AMGN,RandomForest,21,all_6_families,3y,6m,0.5461,0.6829,0.2713,0.0,0.0,True,walk-forward avg over 16 folds
261b4d65,2026-08-21T04:01:04,BEI.DE,RandomForest,21,all_6_families,3y,6m,0.5233,0.5893,0.2743,0.0,0.0,True,walk-forward avg over 16 folds
39fba898,2026-08-21T04:01:05,AMGN,XGBoost,21,all_6_families,3y,6m,0.5263,0.6706,0.3519,0.0,0.0,True,walk-forward avg over 16 folds
574a3562,2026-08-21T04:01:05,GILD,Baseline_Random,21,all_6_families,3y,6m,0.496,0.5252,0.2585,0.0,0.0,False,walk-forward avg over 16 folds
0f9d4092,2026-08-21T04:01:05,GILD,Baseline_Momentum,21,all_6_families,3y,6m,0.5437,0.5,0.2993,0.0,0.0,True,walk-forward avg over 16 folds
0e8ed9a9,2026-08-21T04:01:06,GILD,LogisticRegression,21,all_6_families,3y,6m,0.4871,0.6146,0.3483,0.0,0.0,False,walk-forward avg over 16 folds
253fbdc3,2026-08-21T04:01:16,BEI.DE,XGBoost,21,all_6_families,3y,6m,0.5288,0.631,0.3396,0.0,0.0,True,walk-forward avg over 16 folds
cd7de607,2026-08-21T04:01:16,ZAL.DE,Baseline_Random,21,all_6_families,3y,6m,0.5057,0.4797,0.2665,0.0,0.0,False,walk-forward avg over 14 folds
072f3aaf,2026-08-21T04:01:16,ZAL.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.4943,0.5,0.326,0.0,0.0,False,walk-forward avg over 14 folds
e9890306,2026-08-21T04:01:18,ZAL.DE,LogisticRegression,21,all_6_families,3y,6m,0.4762,0.5269,0.3334,0.0,0.0,False,walk-forward avg over 14 folds
86986a9b,2026-08-21T04:01:27,GILD,RandomForest,21,all_6_families,3y,6m,0.5238,0.6124,0.2733,0.0,0.0,True,walk-forward avg over 16 folds
fa278068,2026-08-21T04:01:36,ZAL.DE,RandomForest,21,all_6_families,3y,6m,0.479,0.6244,0.2764,0.0,0.0,False,walk-forward avg over 14 folds
9b551df1,2026-08-21T04:01:40,GILD,XGBoost,21,all_6_families,3y,6m,0.4891,0.5909,0.3748,0.0,0.0,False,walk-forward avg over 16 folds
07f55ca5,2026-08-21T04:01:40,TMO,Baseline_Random,21,all_6_families,3y,6m,0.5005,0.518,0.2596,0.0,0.0,False,walk-forward avg over 16 folds
f3b5e265,2026-08-21T04:01:41,TMO,Baseline_Momentum,21,all_6_families,3y,6m,0.5888,0.5,0.275,0.0,0.0,True,walk-forward avg over 16 folds
0b2e4edf,2026-08-21T04:01:42,TMO,LogisticRegression,21,all_6_families,3y,6m,0.563,0.7171,0.3147,0.0,0.0,True,walk-forward avg over 16 folds
1e9a2bbb,2026-08-21T04:01:46,ZAL.DE,XGBoost,21,all_6_families,3y,6m,0.4745,0.6326,0.3786,0.0,0.0,False,walk-forward avg over 14 folds
639898a8,2026-08-21T04:01:46,MTX.DE,Baseline_Random,21,all_6_families,3y,6m,0.5148,0.4979,0.265,0.0,0.0,False,walk-forward avg over 15 folds
b96b9f43,2026-08-21T04:01:46,MTX.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.6138,0.5,0.2615,0.0,0.0,True,walk-forward avg over 15 folds
323ad147,2026-08-21T04:01:48,MTX.DE,LogisticRegression,21,all_6_families,3y,6m,0.5852,0.5974,0.2846,0.0,0.0,True,walk-forward avg over 15 folds
328bec10,2026-08-21T04:02:02,TMO,RandomForest,21,all_6_families,3y,6m,0.561,0.6843,0.2548,0.0,0.0,True,walk-forward avg over 16 folds
42761412,2026-08-21T04:02:07,MTX.DE,RandomForest,21,all_6_families,3y,6m,0.5381,0.5715,0.265,0.0,0.0,True,walk-forward avg over 15 folds
1345b182,2026-08-21T04:02:16,TMO,XGBoost,21,all_6_families,3y,6m,0.5491,0.6791,0.3263,0.0,0.0,True,walk-forward avg over 16 folds
1ec7a8d0,2026-08-21T04:02:16,BNTX,Baseline_Random,21,all_6_families,3y,6m,0.5016,0.499,0.2628,0.0,0.0,False,walk-forward avg over 5 folds
409bf9d8,2026-08-21T04:02:16,BNTX,Baseline_Momentum,21,all_6_families,3y,6m,0.4937,0.5,0.3263,0.0,0.0,False,walk-forward avg over 5 folds
60c0ef66,2026-08-21T04:02:16,BNTX,LogisticRegression,21,all_6_families,3y,6m,0.4508,0.6318,0.2963,0.0,0.0,False,walk-forward avg over 5 folds
2c437087,2026-08-21T04:02:20,MTX.DE,XGBoost,21,all_6_families,3y,6m,0.4767,0.5909,0.3642,0.0,0.0,False,walk-forward avg over 15 folds
3730e85c,2026-08-21T04:02:20,NDX1.DE,Baseline_Random,21,all_6_families,3y,6m,0.4936,0.5101,0.2615,0.0,0.0,False,walk-forward avg over 16 folds
56263087,2026-08-21T04:02:21,NDX1.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5531,0.5,0.2942,0.0,0.0,True,walk-forward avg over 16 folds
e91e1885,2026-08-21T04:02:22,NDX1.DE,LogisticRegression,21,all_6_families,3y,6m,0.4469,0.4554,0.331,0.0,0.0,False,walk-forward avg over 16 folds
87b1232d,2026-08-21T04:02:23,BNTX,RandomForest,21,all_6_families,3y,6m,0.573,0.7002,0.2565,0.0,0.0,True,walk-forward avg over 5 folds
ef0c8a54,2026-08-21T04:02:26,BNTX,XGBoost,21,all_6_families,3y,6m,0.5556,0.6346,0.3301,0.0,0.0,True,walk-forward avg over 5 folds
81f4d280,2026-08-21T04:02:27,VRTX,Baseline_Random,21,all_6_families,3y,6m,0.503,0.5291,0.2583,0.0,0.0,False,walk-forward avg over 16 folds
744e4ca8,2026-08-21T04:02:27,VRTX,Baseline_Momentum,21,all_6_families,3y,6m,0.5754,0.5,0.2822,0.0,0.0,True,walk-forward avg over 16 folds
92514676,2026-08-21T04:02:28,VRTX,LogisticRegression,21,all_6_families,3y,6m,0.5228,0.5893,0.3078,0.0,0.0,True,walk-forward avg over 16 folds
899e6c8e,2026-08-21T04:02:41,NDX1.DE,RandomForest,21,all_6_families,3y,6m,0.5466,0.5421,0.2611,0.0,0.0,True,walk-forward avg over 16 folds
470968cd,2026-08-21T04:02:47,VRTX,RandomForest,21,all_6_families,3y,6m,0.568,0.5814,0.2536,0.0,0.0,True,walk-forward avg over 16 folds
b16fd44b,2026-08-21T04:02:56,NDX1.DE,XGBoost,21,all_6_families,3y,6m,0.5203,0.5672,0.3452,0.0,0.0,True,walk-forward avg over 16 folds
8096e292,2026-08-21T04:02:56,ARGX.BR,Baseline_Random,21,all_6_families,3y,6m,0.4989,0.4815,0.2671,0.0,0.0,False,walk-forward avg over 15 folds
26e07f8b,2026-08-21T04:02:56,ARGX.BR,Baseline_Momentum,21,all_6_families,3y,6m,0.5757,0.5,0.282,0.0,0.0,True,walk-forward avg over 15 folds
d71fe9e6,2026-08-21T04:02:57,ARGX.BR,LogisticRegression,21,all_6_families,3y,6m,0.5069,0.6041,0.3222,0.0,0.0,False,walk-forward avg over 15 folds
baab9388,2026-08-21T04:03:01,VRTX,XGBoost,21,all_6_families,3y,6m,0.5332,0.5713,0.3326,0.0,0.0,True,walk-forward avg over 16 folds
d574bfa2,2026-08-21T04:03:01,AXSM,Baseline_Random,21,all_6_families,3y,6m,0.5238,0.5142,0.2607,0.0,0.0,True,walk-forward avg over 12 folds
1380f7e0,2026-08-21T04:03:01,AXSM,Baseline_Momentum,21,all_6_families,3y,6m,0.5212,0.5,0.3115,0.0,0.0,True,walk-forward avg over 12 folds
7f6476a5,2026-08-21T04:03:02,AXSM,LogisticRegression,21,all_6_families,3y,6m,0.5463,0.6898,0.2786,0.0,0.0,True,walk-forward avg over 12 folds
e569b728,2026-08-21T04:03:16,ARGX.BR,RandomForest,21,all_6_families,3y,6m,0.5153,0.6625,0.2761,0.0,0.0,False,walk-forward avg over 15 folds
28abde5c,2026-08-21T04:03:18,AXSM,RandomForest,21,all_6_families,3y,6m,0.5304,0.606,0.2535,0.0,0.0,True,walk-forward avg over 12 folds
88b856de,2026-08-21T04:03:30,AXSM,XGBoost,21,all_6_families,3y,6m,0.5265,0.6164,0.3259,0.0,0.0,True,walk-forward avg over 12 folds
42b485bf,2026-08-21T04:03:30,NVS,Baseline_Random,21,all_6_families,3y,6m,0.5,0.5352,0.2574,0.0,0.0,False,walk-forward avg over 16 folds
813cc372,2026-08-21T04:03:30,NVS,Baseline_Momentum,21,all_6_families,3y,6m,0.5744,0.5,0.2827,0.0,0.0,True,walk-forward avg over 16 folds
577355cf,2026-08-21T04:03:30,ARGX.BR,XGBoost,21,all_6_families,3y,6m,0.5222,0.6587,0.3568,0.0,0.0,True,walk-forward avg over 15 folds
5cdcff63,2026-08-21T04:03:31,UCB.BR,Baseline_Random,21,all_6_families,3y,6m,0.5099,0.4703,0.2677,0.0,0.0,False,walk-forward avg over 16 folds
6e4b0ec0,2026-08-21T04:03:31,UCB.BR,Baseline_Momentum,21,all_6_families,3y,6m,0.5808,0.5,0.2793,0.0,0.0,True,walk-forward avg over 17 folds
a7647e68,2026-08-21T04:03:32,NVS,LogisticRegression,21,all_6_families,3y,6m,0.4688,0.5332,0.3068,0.0,0.0,False,walk-forward avg over 16 folds
1a02b5d2,2026-08-21T04:03:32,UCB.BR,LogisticRegression,21,all_6_families,3y,6m,0.4496,0.5686,0.3598,0.0,0.0,False,walk-forward avg over 17 folds
30e13370,2026-08-21T04:03:50,NVS,RandomForest,21,all_6_families,3y,6m,0.5198,0.6277,0.2705,0.0,0.0,False,walk-forward avg over 16 folds
28059f56,2026-08-21T04:03:53,UCB.BR,RandomForest,21,all_6_families,3y,6m,0.4804,0.5326,0.2874,0.0,0.0,False,walk-forward avg over 17 folds
42cf3924,2026-08-21T04:04:06,NVS,XGBoost,21,all_6_families,3y,6m,0.5104,0.6309,0.3523,0.0,0.0,False,walk-forward avg over 16 folds
90b685b0,2026-08-21T04:04:06,ATAI,Baseline_Random,21,all_6_families,3y,6m,0.5317,0.4544,0.2731,0.0,0.0,True,walk-forward avg over 1 folds
cabdb490,2026-08-21T04:04:06,ATAI,Baseline_Momentum,21,all_6_families,3y,6m,0.6825,0.5,0.2243,0.0,0.0,True,walk-forward avg over 1 folds
165ff7fd,2026-08-21T04:04:06,ATAI,LogisticRegression,21,all_6_families,3y,6m,0.3413,0.6753,0.562,0.0,0.0,False,walk-forward avg over 1 folds
15016859,2026-08-21T04:04:07,ATAI,RandomForest,21,all_6_families,3y,6m,0.6825,0.4756,0.221,0.0,0.0,True,walk-forward avg over 1 folds
6aafd6f0,2026-08-21T04:04:08,ATAI,XGBoost,21,all_6_families,3y,6m,0.6825,0.5689,0.2612,0.0,0.0,True,walk-forward avg over 1 folds
b578b213,2026-08-21T04:04:08,XOM,Baseline_Random,21,all_6_families,3y,6m,0.4886,0.5061,0.262,0.0,0.0,False,walk-forward avg over 16 folds
7d9d2a46,2026-08-21T04:04:08,XOM,Baseline_Momentum,21,all_6_families,3y,6m,0.5699,0.5,0.2851,0.0,0.0,True,walk-forward avg over 16 folds
fab8c355,2026-08-21T04:04:08,UCB.BR,XGBoost,21,all_6_families,3y,6m,0.4608,0.5449,0.3978,0.0,0.0,False,walk-forward avg over 17 folds
e1c0c251,2026-08-21T04:04:09,SHL.DE,Baseline_Random,21,all_6_families,3y,6m,0.5169,0.4897,0.2645,0.0,0.0,False,walk-forward avg over 8 folds
c757d2c7,2026-08-21T04:04:09,SHL.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.4931,0.5,0.3267,0.0,0.0,False,walk-forward avg over 8 folds
e4d962fe,2026-08-21T04:04:09,SHL.DE,LogisticRegression,21,all_6_families,3y,6m,0.4544,0.5822,0.3459,0.0,0.0,False,walk-forward avg over 8 folds
11eb25ca,2026-08-21T04:04:10,XOM,LogisticRegression,21,all_6_families,3y,6m,0.4955,0.6148,0.3462,0.0,0.0,False,walk-forward avg over 16 folds
3b871de8,2026-08-21T04:04:18,SHL.DE,RandomForest,21,all_6_families,3y,6m,0.4742,0.6909,0.2954,0.0,0.0,False,walk-forward avg over 8 folds
02c10c91,2026-08-21T04:04:24,SHL.DE,XGBoost,21,all_6_families,3y,6m,0.5089,0.6907,0.3817,0.0,0.0,False,walk-forward avg over 8 folds
7b254979,2026-08-21T04:04:24,COK.DE,Baseline_Random,21,all_6_families,3y,6m,0.5045,0.4972,0.2632,0.0,0.0,False,walk-forward avg over 16 folds
50f7d8c6,2026-08-21T04:04:24,COK.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5104,0.5,0.3173,0.0,0.0,False,walk-forward avg over 16 folds
4a638035,2026-08-21T04:04:26,COK.DE,LogisticRegression,21,all_6_families,3y,6m,0.5015,0.6041,0.3229,0.0,0.0,False,walk-forward avg over 16 folds
b8063a0e,2026-08-21T04:04:29,XOM,RandomForest,21,all_6_families,3y,6m,0.5288,0.6468,0.2665,0.0,0.0,True,walk-forward avg over 16 folds
130e10b2,2026-08-21T04:04:41,XOM,XGBoost,21,all_6_families,3y,6m,0.5069,0.6092,0.3635,0.0,0.0,False,walk-forward avg over 16 folds
78b1e499,2026-08-21T04:04:41,CVX,Baseline_Random,21,all_6_families,3y,6m,0.4891,0.5057,0.2627,0.0,0.0,False,walk-forward avg over 16 folds
04607729,2026-08-21T04:04:41,CVX,Baseline_Momentum,21,all_6_families,3y,6m,0.5694,0.5,0.2854,0.0,0.0,True,walk-forward avg over 16 folds
64d5d55b,2026-08-21T04:04:43,CVX,LogisticRegression,21,all_6_families,3y,6m,0.496,0.5947,0.3446,0.0,0.0,False,walk-forward avg over 16 folds
34b35b15,2026-08-21T04:04:45,COK.DE,RandomForest,21,all_6_families,3y,6m,0.4747,0.6198,0.293,0.0,0.0,False,walk-forward avg over 16 folds
5f783d70,2026-08-21T04:04:56,COK.DE,XGBoost,21,all_6_families,3y,6m,0.4782,0.6444,0.389,0.0,0.0,False,walk-forward avg over 16 folds
b723ad52,2026-08-21T04:04:56,AIR.DE,Baseline_Random,21,all_6_families,3y,6m,0.505,0.5143,0.2606,0.0,0.0,False,walk-forward avg over 16 folds
5131d519,2026-08-21T04:04:56,AIR.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5694,0.5,0.2854,0.0,0.0,True,walk-forward avg over 16 folds
e320678f,2026-08-21T04:04:57,AIR.DE,LogisticRegression,21,all_6_families,3y,6m,0.5491,0.5571,0.2987,0.0,0.0,True,walk-forward avg over 16 folds
babf9a66,2026-08-21T04:05:01,CVX,RandomForest,21,all_6_families,3y,6m,0.5511,0.7018,0.2553,0.0,0.0,True,walk-forward avg over 16 folds
2f05eb7b,2026-08-21T04:05:12,CVX,XGBoost,21,all_6_families,3y,6m,0.5243,0.6836,0.3275,0.0,0.0,True,walk-forward avg over 16 folds
e8b8e389,2026-08-21T04:05:12,NEE,Baseline_Random,21,all_6_families,3y,6m,0.5099,0.4972,0.2642,0.0,0.0,False,walk-forward avg over 16 folds
d222ba0e,2026-08-21T04:05:12,NEE,Baseline_Momentum,21,all_6_families,3y,6m,0.6062,0.5,0.2656,0.0,0.0,True,walk-forward avg over 16 folds
2fc74e70,2026-08-21T04:05:14,NEE,LogisticRegression,21,all_6_families,3y,6m,0.5828,0.6952,0.2965,0.0,0.0,True,walk-forward avg over 16 folds
8468191f,2026-08-21T04:05:16,AIR.DE,RandomForest,21,all_6_families,3y,6m,0.4802,0.5744,0.2916,0.0,0.0,False,walk-forward avg over 16 folds
c0bdf40e,2026-08-21T04:05:26,AIR.DE,XGBoost,21,all_6_families,3y,6m,0.4454,0.5869,0.4031,0.0,0.0,False,walk-forward avg over 16 folds
67102e59,2026-08-21T04:05:27,AZN.L,Baseline_Random,21,all_6_families,3y,6m,0.505,0.4981,0.2638,0.0,0.0,False,walk-forward avg over 16 folds
2180844d,2026-08-21T04:05:27,AZN.L,Baseline_Momentum,21,all_6_families,3y,6m,0.5774,0.5,0.2811,0.0,0.0,True,walk-forward avg over 16 folds
99980722,2026-08-21T04:05:28,AZN.L,LogisticRegression,21,all_6_families,3y,6m,0.5342,0.6416,0.3085,0.0,0.0,True,walk-forward avg over 16 folds
7b2e5799,2026-08-21T04:05:33,NEE,RandomForest,21,all_6_families,3y,6m,0.5615,0.769,0.2493,0.0,0.0,True,walk-forward avg over 16 folds
0b67ca43,2026-08-21T04:05:44,NEE,XGBoost,21,all_6_families,3y,6m,0.5947,0.746,0.2982,0.0,0.0,True,walk-forward avg over 16 folds
1bc87de7,2026-08-21T04:05:44,FSLR,Baseline_Random,21,all_6_families,3y,6m,0.4931,0.5051,0.2617,0.0,0.0,False,walk-forward avg over 16 folds
4e42c591,2026-08-21T04:05:44,FSLR,Baseline_Momentum,21,all_6_families,3y,6m,0.5397,0.5,0.3015,0.0,0.0,True,walk-forward avg over 16 folds
a36411f4,2026-08-21T04:05:46,FSLR,LogisticRegression,21,all_6_families,3y,6m,0.5412,0.6709,0.3123,0.0,0.0,True,walk-forward avg over 16 folds
78ea58e3,2026-08-21T04:05:47,AZN.L,RandomForest,21,all_6_families,3y,6m,0.5491,0.6776,0.2588,0.0,0.0,True,walk-forward avg over 16 folds
ea14f454,2026-08-21T04:05:58,AZN.L,XGBoost,21,all_6_families,3y,6m,0.5213,0.6537,0.3509,0.0,0.0,True,walk-forward avg over 16 folds
af82ebd4,2026-08-21T04:05:59,SHELL.AS,Baseline_Random,21,all_6_families,3y,6m,0.5005,0.5021,0.264,0.0,0.0,False,walk-forward avg over 17 folds
0a1ca2b8,2026-08-21T04:05:59,SHELL.AS,Baseline_Momentum,21,all_6_families,3y,6m,0.57,0.5,0.2851,0.0,0.0,True,walk-forward avg over 17 folds
ec70fd4c,2026-08-21T04:06:01,SHELL.AS,LogisticRegression,21,all_6_families,3y,6m,0.5093,0.5941,0.3374,0.0,0.0,False,walk-forward avg over 17 folds
aa8699dd,2026-08-21T04:06:05,FSLR,RandomForest,21,all_6_families,3y,6m,0.5184,0.579,0.2628,0.0,0.0,False,walk-forward avg over 16 folds
4459364a,2026-08-21T04:06:15,FSLR,XGBoost,21,all_6_families,3y,6m,0.5005,0.5613,0.3621,0.0,0.0,False,walk-forward avg over 16 folds
291e558b,2026-08-21T04:06:15,CCJ,Baseline_Random,21,all_6_families,3y,6m,0.4896,0.4917,0.2647,0.0,0.0,False,walk-forward avg over 16 folds
246dfe20,2026-08-21T04:06:15,CCJ,Baseline_Momentum,21,all_6_families,3y,6m,0.565,0.5,0.2878,0.0,0.0,True,walk-forward avg over 16 folds
a99b5021,2026-08-21T04:06:17,CCJ,LogisticRegression,21,all_6_families,3y,6m,0.5362,0.6404,0.3069,0.0,0.0,True,walk-forward avg over 16 folds
caaa124b,2026-08-21T04:06:21,SHELL.AS,RandomForest,21,all_6_families,3y,6m,0.5089,0.6437,0.2654,0.0,0.0,False,walk-forward avg over 17 folds
6e17cd0c,2026-08-21T04:06:33,SHELL.AS,XGBoost,21,all_6_families,3y,6m,0.5387,0.6351,0.3316,0.0,0.0,True,walk-forward avg over 17 folds
956b2a09,2026-08-21T04:06:33,TTE.PA,Baseline_Random,21,all_6_families,3y,6m,0.5005,0.4987,0.2641,0.0,0.0,False,walk-forward avg over 16 folds
9bc13f1c,2026-08-21T04:06:33,TTE.PA,Baseline_Momentum,21,all_6_families,3y,6m,0.559,0.5,0.291,0.0,0.0,True,walk-forward avg over 16 folds
4ef8c308,2026-08-21T04:06:35,TTE.PA,LogisticRegression,21,all_6_families,3y,6m,0.5342,0.6335,0.3242,0.0,0.0,True,walk-forward avg over 16 folds
a7145209,2026-08-21T04:06:36,CCJ,RandomForest,21,all_6_families,3y,6m,0.5322,0.6332,0.261,0.0,0.0,True,walk-forward avg over 16 folds
86959df9,2026-08-21T04:06:48,CCJ,XGBoost,21,all_6_families,3y,6m,0.5466,0.6005,0.3202,0.0,0.0,True,walk-forward avg over 16 folds
d0f48c18,2026-08-21T04:06:48,REP.DE,Baseline_Random,21,all_6_families,3y,6m,0.5017,0.4776,0.2668,0.0,0.0,False,walk-forward avg over 14 folds
03b1aa84,2026-08-21T04:06:48,REP.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.5731,0.5,0.2834,0.0,0.0,True,walk-forward avg over 14 folds
55e48624,2026-08-21T04:06:49,REP.DE,LogisticRegression,21,all_6_families,3y,6m,0.449,0.5221,0.3331,0.0,0.0,False,walk-forward avg over 14 folds
ab4259cf,2026-08-21T04:06:54,TTE.PA,RandomForest,21,all_6_families,3y,6m,0.4836,0.5926,0.2753,0.0,0.0,False,walk-forward avg over 16 folds
69a69ffc,2026-08-21T04:07:06,REP.DE,RandomForest,21,all_6_families,3y,6m,0.4433,0.6262,0.2867,0.0,0.0,False,walk-forward avg over 14 folds
280a3a71,2026-08-21T04:07:06,TTE.PA,XGBoost,21,all_6_families,3y,6m,0.505,0.5764,0.3608,0.0,0.0,False,walk-forward avg over 16 folds
b36e7b32,2026-08-21T04:07:06,BP.L,Baseline_Random,21,all_6_families,3y,6m,0.504,0.5164,0.26,0.0,0.0,False,walk-forward avg over 16 folds
eee89c23,2026-08-21T04:07:06,BP.L,Baseline_Momentum,21,all_6_families,3y,6m,0.498,0.5,0.324,0.0,0.0,False,walk-forward avg over 16 folds
ac2143ab,2026-08-21T04:07:08,BP.L,LogisticRegression,21,all_6_families,3y,6m,0.4851,0.5895,0.3336,0.0,0.0,False,walk-forward avg over 16 folds
48b86446,2026-08-21T04:07:17,REP.DE,XGBoost,21,all_6_families,3y,6m,0.4994,0.607,0.371,0.0,0.0,False,walk-forward avg over 14 folds
f32163a6,2026-08-21T04:07:17,ENB.DE,Baseline_Random,21,all_6_families,3y,6m,0.4886,0.5209,0.2602,0.0,0.0,False,walk-forward avg over 16 folds
d0111057,2026-08-21T04:07:17,ENB.DE,Baseline_Momentum,21,all_6_families,3y,6m,0.6017,0.5,0.268,0.0,0.0,True,walk-forward avg over 16 folds
a366e0f2,2026-08-21T04:07:19,ENB.DE,LogisticRegression,21,all_6_families,3y,6m,0.5397,0.5964,0.3091,0.0,0.0,True,walk-forward avg over 16 folds
eee45411,2026-08-21T04:07:26,BP.L,RandomForest,21,all_6_families,3y,6m,0.495,0.6128,0.2711,0.0,0.0,False,walk-forward avg over 16 folds
d836e6a9,2026-08-21T04:07:37,ENB.DE,RandomForest,21,all_6_families,3y,6m,0.5327,0.6062,0.2687,0.0,0.0,True,walk-forward avg over 16 folds
298f3b84,2026-08-21T04:07:39,BP.L,XGBoost,21,all_6_families,3y,6m,0.5417,0.6465,0.3348,0.0,0.0,True,walk-forward avg over 16 folds
82e8fe5b,2026-08-21T04:07:39,ASML.AS,Baseline_Random,21,all_6_families,3y,6m,0.5126,0.4917,0.2643,0.0,0.0,False,walk-forward avg over 17 folds
